# Intermediary → Mojang official name mappings
# Composed from Fabric intermediary 1.21.4 + Mojang 1.21.4 ProGuard with descriptor matching
# Format: TYPE\tINTERMEDIARY\tMOJANG
CLASS	net/minecraft/class_10	net/minecraft/world/level/pathfinder/PathComputationType
CLASS	net/minecraft/class_1000	net/minecraft/client/renderer/entity/layers/SpiderEyesLayer
CLASS	net/minecraft/class_10000	net/minecraft/client/renderer/entity/state/AxolotlRenderState
CLASS	net/minecraft/class_10001	net/minecraft/client/renderer/entity/state/BatRenderState
CLASS	net/minecraft/class_10002	net/minecraft/client/renderer/entity/state/BeeRenderState
CLASS	net/minecraft/class_10003	net/minecraft/client/renderer/entity/state/BlockDisplayEntityRenderState
CLASS	net/minecraft/class_10004	net/minecraft/client/renderer/entity/state/BoatRenderState
CLASS	net/minecraft/class_10005	net/minecraft/client/renderer/entity/state/BoggedRenderState
CLASS	net/minecraft/class_10006	net/minecraft/client/renderer/entity/state/BreezeRenderState
CLASS	net/minecraft/class_10007	net/minecraft/client/renderer/entity/state/CamelRenderState
CLASS	net/minecraft/class_10008	net/minecraft/client/renderer/entity/state/CatRenderState
CLASS	net/minecraft/class_10009	net/minecraft/client/renderer/entity/state/ChickenRenderState
CLASS	net/minecraft/class_1001	net/minecraft/client/renderer/entity/layers/TropicalFishPatternLayer
CLASS	net/minecraft/class_1001$1	net/minecraft/client/renderer/entity/layers/TropicalFishPatternLayer$1
CLASS	net/minecraft/class_10010	net/minecraft/client/renderer/entity/state/CreeperRenderState
CLASS	net/minecraft/class_10011	net/minecraft/client/renderer/entity/state/DisplayEntityRenderState
CLASS	net/minecraft/class_10012	net/minecraft/client/renderer/entity/state/DolphinRenderState
CLASS	net/minecraft/class_10013	net/minecraft/client/renderer/entity/state/DonkeyRenderState
CLASS	net/minecraft/class_10014	net/minecraft/client/renderer/entity/state/EndCrystalRenderState
CLASS	net/minecraft/class_10015	net/minecraft/client/renderer/entity/state/EnderDragonRenderState
CLASS	net/minecraft/class_10016	net/minecraft/client/renderer/entity/state/EndermanRenderState
CLASS	net/minecraft/class_10017	net/minecraft/client/renderer/entity/state/EntityRenderState
CLASS	net/minecraft/class_10017$class_10018	net/minecraft/client/renderer/entity/state/EntityRenderState$LeashState
CLASS	net/minecraft/class_10019	net/minecraft/client/renderer/entity/state/EquineRenderState
CLASS	net/minecraft/class_1002	net/minecraft/client/renderer/entity/layers/SkeletonClothingLayer
CLASS	net/minecraft/class_10020	net/minecraft/client/renderer/entity/state/EvokerFangsRenderState
CLASS	net/minecraft/class_10021	net/minecraft/client/renderer/entity/state/EvokerRenderState
CLASS	net/minecraft/class_10022	net/minecraft/client/renderer/entity/state/ExperienceOrbRenderState
CLASS	net/minecraft/class_10023	net/minecraft/client/renderer/entity/state/FallingBlockRenderState
CLASS	net/minecraft/class_10024	net/minecraft/client/renderer/entity/state/FelineRenderState
CLASS	net/minecraft/class_10025	net/minecraft/client/renderer/entity/state/FireworkRocketRenderState
CLASS	net/minecraft/class_10026	net/minecraft/client/renderer/entity/state/FishingHookRenderState
