# Retromod 1.12.2 SRG (func_/field_) -> readable member names.
# Source: MCPBot 1.12.2 stable CSVs, filtered to names that exist in Mojang's
# official 1.20.1 mappings (see scripts/harvest-1.12.2-srg-members.py).
# Same 3-column format as srg-to-mojang.tsv: KIND\tSRG\tNAME.
FIELD	field_110151_bq	absorptionAmount
FIELD	field_110168_bw	leashHolder
FIELD	field_110185_bq	MODIFIER
FIELD	field_110186_bp	SPAWN_REINFORCEMENTS_CHANCE
FIELD	field_110271_bv	JUMP_STRENGTH
FIELD	field_110274_bs	temper
FIELD	field_110278_bp	tailCounter
FIELD	field_110279_bq	sprintCounter
FIELD	field_110294_bI	allowStandSliding
FIELD	field_110325_k	OPTIONS_BACKGROUND
FIELD	field_110447_Z	launchedVersion
FIELD	field_110448_aq	resourcePackRepository
FIELD	field_110451_am	resourceManager
FIELD	field_110453_aa	proxy
FIELD	field_110463_b	packFormat
FIELD	field_110476_b	frameWidth
FIELD	field_110477_c	frameHeight
FIELD	field_110500_b	clazz
FIELD	field_110502_a	section
FIELD	field_110507_c	gson
FIELD	field_110540_a	resourcePacks
FIELD	field_110568_b	textureLocation
FIELD	field_110582_d	resourceManager
FIELD	field_110598_a	LOGGER
FIELD	field_110625_b	path
FIELD	field_110626_a	namespace
FIELD	field_110709_a	head
FIELD	field_110710_n	tailTip
FIELD	field_110712_l	tailBase
FIELD	field_110714_j	mane
FIELD	field_110715_k	body
FIELD	field_110716_h	neck
FIELD	field_110974_d	originY
FIELD	field_110975_c	originX
FIELD	field_111020_b	chest
FIELD	field_111021_b	chest
FIELD	field_111100_b	z
FIELD	field_111101_a	x
FIELD	field_111113_b	defaultValue
FIELD	field_111115_a	translationKey
FIELD	field_111119_c	description
FIELD	field_111132_f	baseValue
FIELD	field_111139_h	cachedValue
FIELD	field_111154_a	attributes
FIELD	field_111170_d	id
FIELD	field_111172_b	operation
FIELD	field_111173_c	name
FIELD	field_111174_a	amount
FIELD	field_111178_b	speed
FIELD	field_111193_e	entries
FIELD	field_111204_q	inhabitedTime
FIELD	field_111242_f	horse
FIELD	field_111263_d	MOVEMENT_SPEED
FIELD	field_111264_e	ATTACK_DAMAGE
FIELD	field_111265_b	FOLLOW_RANGE
FIELD	field_111266_c	KNOCKBACK_RESISTANCE
FIELD	field_111267_a	MAX_HEALTH
FIELD	field_120014_b	ticks
FIELD	field_120015_a	server
FIELD	field_120021_b	server
FIELD	field_120036_d	msgs
FIELD	field_120037_e	server
FIELD	field_120038_b	values
FIELD	field_120039_c	vp
FIELD	field_120040_a	FORMATTER
FIELD	field_130223_c	width
FIELD	field_130224_d	height
FIELD	field_135017_as	languageManager
FIELD	field_135019_a	languages
FIELD	field_135030_b	SPLITTER
FIELD	field_135031_c	PATTERN
FIELD	field_135032_a	properties
FIELD	field_135036_d	bidirectional
FIELD	field_135037_b	region
FIELD	field_135038_c	name
FIELD	field_135039_a	languageCode
FIELD	field_142022_ce	serverBrand
FIELD	field_142050_e	timestamp
FIELD	field_142051_e	timestamp
FIELD	field_143013_d	entryDoor
FIELD	field_143023_d	chunkPosZ
FIELD	field_143024_c	chunkPosX
FIELD	field_145762_d	lastOutput
FIELD	field_145764_b	successCount
